Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
WHITEWATER,33 Pasir Ris Street 72  #04-27 ,1,112,Strata,812000,-,7250,674,8-Nov-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518770,East Region,Pasir Ris
THE EDEN AT TAMPINES,31 Tampines Street 34  #04-32 ,1,138,Strata,1100000,-,7971,741,4-Nov-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529237,East Region,Tampines
THE EDEN AT TAMPINES,31 Tampines Street 34  #03-32 ,1,138,Strata,1100000,-,7971,741,1-Nov-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529237,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #12-25 ,1,107,Strata,890000,-,8318,773,31-Oct-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #02-26 ,1,139,Strata,935000,-,6727,625,31-Oct-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #03-10 ,1,120,Strata,935000,-,7792,724,28-Oct-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #15-13 ,1,111,Strata,880000,-,7928,737,24-Oct-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518767,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #09-08 ,1,126,Strata,1033000,-,8198,762,21-Oct-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
WHITEWATER,27 Pasir Ris Street 72  #12-13 ,1,112,Strata,935000,-,8348,776,21-Oct-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #07-06 ,1,116,Strata,890000,-,7672,713,19-Oct-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #02-05 ,1,116,Strata,970000,-,8362,777,18-Oct-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
WHITEWATER,23 Pasir Ris Street 72  #01-05 ,1,116,Strata,910000,-,7845,729,11-Oct-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #03-05 ,1,116,Strata,888888,-,7663,712,10-Oct-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #10-11 ,1,111,Strata,840000,-,7568,703,10-Oct-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #14-25 ,1,105,Strata,875000,-,8333,774,7-Oct-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #11-25 ,1,107,Strata,855000,-,7991,742,5-Oct-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
PINEVALE,6 Tampines Street 73  #03-01 ,1,120,Strata,909000,-,7575,704,5-Oct-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
EASTVALE,35 Pasir Ris Drive 3  #05-06 ,1,119,Strata,953000,-,8008,744,3-Oct-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519493,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #04-04 ,1,105,Strata,820000,-,7810,726,30-Sep-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
PINEVALE,2 Tampines Street 73  #07-04 ,1,120,Strata,909000,-,7575,704,30-Sep-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528823,East Region,Tampines
THE EDEN AT TAMPINES,27 Tampines Street 34  #06-23 ,1,116,Strata,890000,-,7672,713,29-Sep-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529235,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #07-03 ,1,89,Strata,780000,-,8764,814,27-Sep-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #09-05 ,1,116,Strata,983800,-,8481,788,20-Sep-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #04-02 ,1,111,Strata,888888,-,8008,744,19-Sep-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529862,East Region,Tampines
EASTVALE,37 Pasir Ris Drive 3  #05-02 ,1,120,Strata,925000,-,7708,716,19-Sep-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519494,East Region,Pasir Ris
THE EDEN AT TAMPINES,33 Tampines Street 34  #02-34 ,1,115,Strata,900000,-,7826,727,16-Sep-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529238,East Region,Tampines
EASTVALE,35 Pasir Ris Drive 3  #06-06 ,1,119,Strata,905000,-,7605,707,9-Sep-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519493,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #09-06 ,1,90,Strata,860000,-,9556,888,9-Sep-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529864,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #04-21 ,1,112,Strata,915000,-,8170,759,8-Sep-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
EASTVALE,31 Pasir Ris Drive 3  #11-06 ,1,182,Strata,1200000,-,6593,613,7-Sep-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519491,East Region,Pasir Ris
PINEVALE,2 Tampines Street 73  #14-01 ,1,119,Strata,1000000,-,8403,781,6-Sep-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528823,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #11-08 ,1,126,Strata,980000,-,7778,723,2-Sep-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #05-04 ,1,120,Strata,880000,-,7333,681,2-Sep-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519459,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #04-25 ,1,107,Strata,845000,-,7897,734,2-Sep-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #12-20 ,1,119,Strata,940000,-,7899,734,29-Aug-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
PINEVALE,6 Tampines Street 73  #05-04 ,1,119,Strata,890000,-,7479,695,22-Aug-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528825,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #13-10 ,1,107,Strata,830000,-,7757,721,22-Aug-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #09-03 ,1,90,Strata,850000,-,9444,877,19-Aug-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529862,East Region,Tampines
THE EDEN AT TAMPINES,35 Tampines Street 34  #10-39 ,1,213,Strata,1430000,-,6714,624,19-Aug-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529239,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #08-03 ,1,90,Strata,830000,-,9222,857,16-Aug-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529866,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #09-27 ,1,120,Strata,925000,-,7708,716,15-Aug-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #04-09 ,1,80,Strata,770000,-,9625,894,12-Aug-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529233,East Region,Tampines
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #03-04 ,1,116,Strata,904000,-,7793,724,12-Aug-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529868,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #09-03 ,1,89,Strata,760000,-,8539,793,8-Aug-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518764,East Region,Pasir Ris
THE ESPARIS,7 Pasir Ris Drive 4  #03-02 ,1,109,Strata,868000,-,7963,740,5-Aug-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #05-19 ,1,136,Strata,990000,-,7279,676,5-Aug-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519463,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #02-04 ,1,105,Strata,825000,-,7857,730,3-Aug-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518764,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #02-04 ,1,116,Strata,908000,-,7828,727,29-Jul-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529865,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #15-28 ,1,117,Strata,915000,-,7821,727,26-Jul-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518770,East Region,Pasir Ris
EASTVALE,33 Pasir Ris Drive 3  #05-07 ,1,113,Strata,880000,-,7788,723,26-Jul-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519492,East Region,Pasir Ris
PINEVALE,4 Tampines Street 73  #01-03 ,1,152,Strata,930000,-,6118,568,25-Jul-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528824,East Region,Tampines
THE ESPARIS,9A Pasir Ris Drive 4  #01-22 ,1,170,Strata,1113888,-,6552,609,25-Jul-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
THE EDEN AT TAMPINES,37 Tampines Street 34  #04-42 ,1,126,Strata,960000,-,7619,708,25-Jul-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529240,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #09-04 ,1,116,Strata,960000,-,8276,769,25-Jul-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #01-01 ,1,163,Strata,1150000,-,7055,655,19-Jul-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #01-02 ,1,117,Strata,860000,-,7350,683,19-Jul-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #06-18 ,1,110,Strata,850000,-,7727,718,19-Jul-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519463,East Region,Pasir Ris
PINEVALE,6 Tampines Street 73  #13-01 ,1,120,Strata,895000,-,7458,693,18-Jul-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528825,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #11-27 ,1,112,Strata,855000,-,7634,709,15-Jul-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #07-07 ,1,111,Strata,880000,-,7928,737,15-Jul-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529868,East Region,Tampines
PINEVALE,8 Tampines Street 73  #02-02 ,1,129,Strata,855000,-,6628,616,15-Jul-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528826,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #09-01 ,1,128,Strata,998000,-,7797,724,15-Jul-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529864,East Region,Tampines
THE EDEN AT TAMPINES,27 Tampines Street 34  #08-24 ,1,116,Strata,900000,-,7759,721,13-Jul-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529235,East Region,Tampines
EASTVALE,35 Pasir Ris Drive 3  #06-07 ,1,120,Strata,950000,-,7917,735,13-Jul-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #01-06 ,1,130,Strata,818000,-,6292,585,11-Jul-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines
PINEVALE,6 Tampines Street 73  #11-01 ,1,120,Strata,880000,-,7333,681,8-Jul-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528825,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #05-23 ,1,106,Strata,825000,-,7783,723,8-Jul-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
PINEVALE,12 Tampines Street 73  #09-03 ,1,129,Strata,905000,-,7016,652,7-Jul-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528828,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #05-21 ,1,112,Strata,843000,-,7527,699,6-Jul-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #02-15 ,1,139,Strata,945000,-,6799,632,4-Jul-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519462,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #04-07 ,1,111,Strata,860000,-,7748,720,30-Jun-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529864,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #09-03 ,1,109,Strata,868000,-,7963,740,29-Jun-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519459,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #06-23 ,1,110,Strata,820000,-,7455,693,28-Jun-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #11-01 ,1,106,Strata,845000,-,7972,741,27-Jun-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #06-03 ,1,90,Strata,810000,-,9000,836,24-Jun-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529864,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #03-11 ,1,111,Strata,820080,-,7388,686,24-Jun-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #06-08 ,1,126,Strata,930000,-,7381,686,24-Jun-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #01-06 ,1,130,Strata,868000,-,6677,620,24-Jun-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #05-01 ,1,106,Strata,860000,-,8113,754,22-Jun-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #06-22 ,1,136,Strata,995000,-,7316,680,21-Jun-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519463,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #10-13 ,1,112,Strata,862000,-,7696,715,20-Jun-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
EASTVALE,39 Pasir Ris Drive 3  #09-03 ,1,120,Strata,935000,-,7792,724,17-Jun-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519495,East Region,Pasir Ris
THE ESPARIS,9 Pasir Ris Drive 4  #01-16 ,1,151,Strata,970000,-,6424,597,15-Jun-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
WHITEWATER,23 Pasir Ris Street 72  #09-06 ,1,105,Strata,815000,-,7762,721,15-Jun-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
PINEVALE,10 Tampines Street 73  #05-03 ,1,129,Strata,878000,-,6806,632,14-Jun-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528827,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #07-10 ,1,106,Strata,810000,-,7642,710,13-Jun-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
EASTVALE,35 Pasir Ris Drive 3  #06-04 ,1,110,Strata,910000,-,8273,769,10-Jun-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519493,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #13-04 ,1,105,Strata,825000,-,7857,730,10-Jun-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #10-18 ,1,110,Strata,850000,-,7727,718,9-Jun-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #08-08 ,1,123,Strata,915000,-,7439,691,7-Jun-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519460,East Region,Pasir Ris
PINEVALE,10 Tampines Street 73  #07-03 ,1,129,Strata,928000,-,7194,668,7-Jun-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528827,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #02-09 ,1,106,Strata,841000,-,7934,737,7-Jun-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #08-04 ,1,116,Strata,900000,-,7759,721,3-Jun-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #01-05 ,1,148,Strata,960000,-,6486,603,3-Jun-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
EASTVALE,31 Pasir Ris Drive 3  #05-01 ,1,112,Strata,895000,-,7991,742,2-Jun-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519491,East Region,Pasir Ris
THE EDEN AT TAMPINES,29 Tampines Street 34  #02-27 ,1,116,Strata,895000,-,7716,717,31-May-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529236,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #03-28 ,1,136,Strata,975000,-,7169,666,27-May-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
THE EDEN AT TAMPINES,25 Tampines Street 34  #10-20 ,1,80,Strata,768000,-,9600,892,26-May-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #02-06 ,1,90,Strata,810000,-,9000,836,26-May-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
PINEVALE,8 Tampines Street 73  #09-02 ,1,129,Strata,880000,-,6822,634,26-May-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528826,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #01-07 ,1,145,Strata,960000,-,6621,615,23-May-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529864,East Region,Tampines
PINEVALE,2 Tampines Street 73  #02-04 ,1,120,Strata,808000,-,6733,626,20-May-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528823,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #11-21 ,1,112,Strata,850000,-,7589,705,18-May-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #06-10 ,1,94,Strata,798000,-,8489,789,18-May-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #04-01 ,1,123,Strata,880000,-,7154,665,13-May-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
EASTVALE,33 Pasir Ris Drive 3  #07-06 ,1,111,Strata,898000,-,8090,752,12-May-11,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519492,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #01-14 ,1,138,Strata,940000,-,6812,633,12-May-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529233,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #03-03 ,1,90,Strata,750000,-,8333,774,11-May-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #09-03 ,1,90,Strata,800000,-,8889,826,11-May-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #04-04 ,1,116,Strata,888888,-,7663,712,11-May-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529862,East Region,Tampines
THE ESPARIS,9A Pasir Ris Drive 4  #02-22 ,1,136,Strata,960000,-,7059,656,10-May-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519463,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #08-05 ,1,116,Strata,880000,-,7586,705,10-May-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines
THE ESPARIS,9 Pasir Ris Drive 4  #10-11 ,1,110,Strata,830000,-,7545,701,5-May-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
PINEVALE,2 Tampines Street 73  #08-01 ,1,119,Strata,883000,-,7420,689,5-May-11,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528823,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #02-07 ,1,111,Strata,770000,-,6937,644,4-May-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529864,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #15-10 ,1,107,Strata,830000,-,7757,721,29-Apr-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
THE EDEN AT TAMPINES,29 Tampines Street 34  #08-29 ,1,115,Strata,888000,-,7722,717,25-Apr-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529236,East Region,Tampines
THE EDEN AT TAMPINES,23 Tampines Street 34  #07-08 ,1,94,Strata,800000,-,8511,791,25-Apr-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529233,East Region,Tampines
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #02-05 ,1,116,Strata,855000,-,7371,685,21-Apr-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529868,East Region,Tampines
WHITEWATER,23 Pasir Ris Street 72  #04-05 ,1,105,Strata,810000,-,7714,717,21-Apr-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #14-21 ,1,111,Strata,868000,-,7820,726,21-Apr-11,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
THE EDEN AT TAMPINES,27 Tampines Street 34  #09-23 ,1,116,Strata,830000,-,7155,665,20-Apr-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529235,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #01-04 ,1,148,Strata,920000,-,6216,578,20-Apr-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529866,East Region,Tampines
THE EDEN AT TAMPINES,29 Tampines Street 34  #10-28 ,1,116,Strata,910000,-,7845,729,19-Apr-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529236,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #06-03 ,1,90,Strata,845000,-,9389,872,18-Apr-11,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
THE EDEN AT TAMPINES,25 Tampines Street 34  #03-18 ,1,110,Strata,888000,-,8073,750,15-Apr-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines
THE ESPARIS,9 Pasir Ris Drive 4  #06-11 ,1,110,Strata,820000,-,7455,693,15-Apr-11,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
THE EDEN AT TAMPINES,35 Tampines Street 34  #07-38 ,1,112,Strata,860000,-,7679,713,14-Apr-11,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529239,East Region,Tampines
